Date,State,Confirmed
2020-04-12,Jammu and Kashmir,224
2020-04-12,Jharkhand,17
2020-04-12,Karnataka,226
2020-04-12,Kerala,374
2020-04-12,Ladakh,15
2020-04-12,Madhya Pradesh,564
2020-04-12,Maharashtra,1761
2020-04-12,Manipur,2
2020-04-12,Mizoram,1
2020-04-12,Odisha,54
2020-04-12,Puducherry,7
2020-04-12,Punjab,151
2020-04-12,Rajasthan,700
2020-04-12,Tamil Nadu,969
2020-04-12,Telengana,504
2020-04-12,Tripura,2
2020-04-12,Uttar Pradesh,452
2020-04-12,Uttarakhand,35
2020-04-12,West Bengal,134
2020-04-13,Andaman and Nicobar Islands,11
2020-04-13,Andhra Pradesh,432
2020-04-13,Arunachal Pradesh,1
2020-04-13,Assam,31
2020-04-13,Bihar,64
2020-04-13,Chandigarh,21
2020-04-13,Chhattisgarh,31
2020-04-13,Delhi,1154
2020-04-13,Goa,7
2020-04-13,Gujarat,539
2020-04-13,Haryana,185
2020-04-13,Himachal Pradesh,32
2020-04-13,Jammu and Kashmir,245
2020-04-13,Jharkhand,19
2020-04-13,Karnataka,247
2020-04-13,Kerala,376
2020-04-13,Ladakh,15
2020-04-13,Madhya Pradesh,604
2020-04-13,Maharashtra,1985
2020-04-13,Manipur,2
2020-04-13,Mizoram,1
2020-04-13,Nagaland,1
2020-04-13,Odisha,54
2020-04-13,Puducherry,7
2020-04-13,Punjab,167
2020-04-13,Rajasthan,812
2020-04-13,Tamil Nadu,1075
2020-04-13,Telengana,562
2020-04-13,Tripura,2
2020-04-13,Uttar Pradesh,483
2020-04-13,Uttarakhand,35
2020-04-13,West Bengal,152
2020-04-14,Andaman and Nicobar Islands,11
2020-04-14,Andhra Pradesh,473
2020-04-14,Arunachal Pradesh,1
2020-04-14,Assam,31
2020-04-14,Bihar,66
2020-04-14,Chandigarh,21
2020-04-14,Chhattisgarh,31
2020-04-14,Delhi,1510
2020-04-14,Goa,7
2020-04-14,Gujarat,617
2020-04-14,Haryana,199
2020-04-14,Himachal Pradesh,32
2020-04-14,Jammu and Kashmir,270
2020-04-14,Jharkhand,24
2020-04-14,Karnataka,258
2020-04-14,Kerala,379
2020-04-14,Ladakh,15
2020-04-14,Madhya Pradesh,730
2020-04-14,Maharashtra,2337
2020-04-14,Manipur,2
2020-04-14,Meghalaya,1
2020-04-14,Mizoram,1
2020-04-14,Nagaland,1
2020-04-14,Odisha,55
2020-04-14,Puducherry,7
2020-04-14,Punjab,176
2020-04-14,Rajasthan,879
2020-04-14,Tamil Nadu,1173
2020-04-14,Telengana,624
2020-04-14,Tripura,2
2020-04-14,Uttar Pradesh,657
2020-04-14,Uttarakhand,35
2020-04-14,West Bengal,190
2020-04-15,Andaman and Nicobar Islands,11
2020-04-15,Andhra Pradesh,503
2020-04-15,Arunachal Pradesh,1
2020-04-15,Assam,33
2020-04-15,Bihar,70
2020-04-15,Chandigarh,21
2020-04-15,Chhattisgarh,33
2020-04-15,Delhi,1561
2020-04-15,Goa,7
2020-04-15,Gujarat,695
2020-04-15,Haryana,199
2020-04-15,Himachal Pradesh,33
2020-04-15,Jammu and Kashmir,278
2020-04-15,Jharkhand,27
2020-04-15,Karnataka,277
2020-04-15,Kerala,387
2020-04-15,Ladakh,17
2020-04-15,Madhya Pradesh,987
2020-04-15,Maharashtra,2687
2020-04-15,Manipur,2
2020-04-15,Meghalaya,7
2020-04-15,Mizoram,1
2020-04-15,Nagaland,0
2020-04-15,Odisha,60
2020-04-15,Puducherry,7
2020-04-15,Punjab,186
2020-04-15,Rajasthan,1005
2020-04-15,Tamil Nadu,1204
2020-04-15,Telengana,647
2020-04-15,Tripura,2
2020-04-15,Uttar Pradesh,735
2020-04-15,Uttarakhand,37
2020-04-15,West Bengal,213
2020-04-16,Andaman and Nicobar Islands,11
2020-04-16,Andhra Pradesh,534
2020-04-16,Arunachal Pradesh,1
2020-04-16,Assam,33
2020-04-16,Bihar,74
2020-04-16,Chandigarh,21
2020-04-16,Chhattisgarh,33
2020-04-16,Delhi,1578
2020-04-16,Goa,7
2020-04-16,Gujarat,871
2020-04-16,Haryana,205
2020-04-16,Himachal Pradesh,35
2020-04-16,Jammu and Kashmir,300
2020-04-16,Jharkhand,28
2020-04-16,Karnataka,315
2020-04-16,Kerala,388
2020-04-16,Ladakh,17
2020-04-16,Madhya Pradesh,1120
2020-04-16,Maharashtra,2919
2020-04-16,Manipur,2
2020-04-16,Meghalaya,7
2020-04-16,Mizoram,1
2020-04-16,Nagaland,0
2020-04-16,Odisha,60
2020-04-16,Puducherry,7
2020-04-16,Punjab,186
2020-04-16,Rajasthan,1023
2020-04-16,Tamil Nadu,1242
2020-04-16,Telengana,698
2020-04-16,Tripura,2
2020-04-16,Uttar Pradesh,773
2020-04-16,Uttarakhand,37
2020-04-16,West Bengal,231
2020-04-17,Andaman and Nicobar Islands,11
2020-04-17,Andhra Pradesh,572
2020-04-17,Arunachal Pradesh,1
2020-04-17,Assam,35
2020-04-17,Bihar,83
2020-04-17,Chandigarh,21
2020-04-17,Chhattisgarh,36
2020-04-17,Delhi,1640
2020-04-17,Goa,7
2020-04-17,Gujarat,1021
2020-04-17,Haryana,205
2020-04-17,Himachal Pradesh,35
2020-04-17,Jammu and Kashmir,314
2020-04-17,Jharkhand,29
2020-04-17,Karnataka,353
2020-04-17,Kerala,395
2020-04-17,Ladakh,18
2020-04-17,Madhya Pradesh,1308
2020-04-17,Maharashtra,3205
2020-04-17,Manipur,2
2020-04-17,Meghalaya,9
2020-04-17,Mizoram,1
2020-04-17,Nagaland,0
2020-04-17,Odisha,60
2020-04-17,Puducherry,7
2020-04-17,Punjab,186
2020-04-17,Rajasthan,1131
2020-04-17,Tamil Nadu,1267
2020-04-17,Telengana,743
2020-04-17,Tripura,2
2020-04-17,Uttar Pradesh,846
2020-04-17,Uttarakhand,37
2020-04-17,West Bengal,255
2020-04-18,Andaman and Nicobar Islands,12
2020-04-18,Andhra Pradesh,603
2020-04-18,Arunachal Pradesh,1
2020-04-18,Assam,35
2020-04-18,Bihar,85
2020-04-18,Chandigarh,21
2020-04-18,Chhattisgarh,36
2020-04-18,Delhi,1707
2020-04-18,Goa,7
2020-04-18,Gujarat,1272
2020-04-18,Haryana,225
2020-04-18,Himachal Pradesh,38
2020-04-18,Jammu and Kashmir,328
2020-04-18,Jharkhand,33
2020-04-18,Karnataka,371
2020-04-18,Kerala,396
2020-04-18,Ladakh,18
2020-04-18,Madhya Pradesh,1355
2020-04-18,Maharashtra,3323
2020-04-18,Manipur,2
2020-04-18,Meghalaya,11
2020-04-18,Mizoram,1
2020-04-18,Nagaland,0
2020-04-18,Odisha,60
2020-04-18,Puducherry,7
2020-04-18,Punjab,202
2020-04-18,Rajasthan,1229
2020-04-18,Tamil Nadu,1323
2020-04-18,Telengana,791
2020-04-18,Tripura,2
2020-04-18,Uttar Pradesh,969
2020-04-18,Uttarakhand,42
2020-04-18,West Bengal,287
2020-04-19,Andaman and Nicobar Islands,14
2020-04-19,Andhra Pradesh,603
2020-04-19,Arunachal Pradesh,1
2020-04-19,Assam,35
2020-04-19,Bihar,86
2020-04-19,Chandigarh,23
2020-04-19,Chhattisgarh,36
2020-04-19,Delhi,1893
2020-04-19,Goa,7
2020-04-19,Gujarat,1604
2020-04-19,Haryana,233
2020-04-19,Himachal Pradesh,39
2020-04-19,Jammu and Kashmir,341
2020-04-19,Jharkhand,35
2020-04-19,Karnataka,384
2020-04-19,Kerala,400
2020-04-19,Ladakh,18
2020-04-19,Madhya Pradesh,1407
2020-04-19,Maharashtra,3651
2020-04-19,Manipur,2
2020-04-19,Meghalaya,11
2020-04-19,Mizoram,1
2020-04-19,Nagaland,0
2020-04-19,Odisha,61
2020-04-19,Puducherry,7
2020-04-19,Punjab,219
2020-04-19,Rajasthan,1351
2020-04-19,Tamil Nadu,1372
2020-04-19,Telengana,844
2020-04-19,Tripura,2
2020-04-19,Uttar Pradesh,1084
2020-04-19,Uttarakhand,42
2020-04-19,West Bengal,310
2020-04-20,Andaman and Nicobar Islands,15
2020-04-20,Andhra Pradesh,722
2020-04-20,Arunachal Pradesh,1
2020-04-20,Assam,35
2020-04-20,Bihar,96
2020-04-20,Chandigarh,26
2020-04-20,Chhattisgarh,36
2020-04-20,Delhi,2003
2020-04-20,Goa,7
2020-04-20,Gujarat,1851
2020-04-20,Haryana,233
2020-04-20,Himachal Pradesh,39
2020-04-20,Jammu and Kashmir,350
2020-04-20,Jharkhand,42
2020-04-20,Karnataka,395
2020-04-20,Kerala,402
2020-04-20,Ladakh,18
2020-04-20,Madhya Pradesh,1485
2020-04-20,Maharashtra,4203
2020-04-20,Manipur,2
2020-04-20,Meghalaya,11
2020-04-20,Mizoram,1
2020-04-20,Nagaland,0
2020-04-20,Odisha,68
2020-04-20,Puducherry,7
2020-04-20,Punjab,219
2020-04-20,Rajasthan,1478
2020-04-20,Tamil Nadu,1477
2020-04-20,Telengana,873
2020-04-20,Tripura,2
2020-04-20,Uttar Pradesh,1176
2020-04-20,Uttarakhand,44
2020-04-20,West Bengal,339
2020-04-21,Andaman and Nicobar Islands,16
2020-04-21,Andhra Pradesh,757
2020-04-21,Arunachal Pradesh,1
2020-04-21,Assam,35
2020-04-21,Bihar,114
2020-04-21,Chandigarh,26
2020-04-21,Chhattisgarh,36
2020-04-21,Delhi,2081
2020-04-21,Goa,7
2020-04-21,Gujarat,2066
2020-04-21,Haryana,254
2020-04-21,Himachal Pradesh,39
2020-04-21,Jammu and Kashmir,368
2020-04-21,Jharkhand,46
2020-04-21,Karnataka,415
2020-04-21,Kerala,408
2020-04-21,Ladakh,18
2020-04-21,Madhya Pradesh,1540
2020-04-21,Maharashtra,4669
2020-04-21,Manipur,2
2020-04-21,Meghalaya,11
2020-04-21,Mizoram,1
2020-04-21,Nagaland,0
2020-04-21,Odisha,74
2020-04-21,Puducherry,7
2020-04-21,Punjab,245
2020-04-21,Rajasthan,1576
2020-04-21,Tamil Nadu,1520
2020-04-21,Telengana,919
2020-04-21,Tripura,2
2020-04-21,Uttar Pradesh,1294
2020-04-21,Uttarakhand,46
2020-04-21,West Bengal,392
2020-04-22,Andaman and Nicobar Islands,17
2020-04-22,Andhra Pradesh,813
2020-04-22,Arunachal Pradesh,1
2020-04-22,Assam,35
2020-04-22,Bihar,126
2020-04-22,Chandigarh,27
2020-04-22,Chhattisgarh,36
2020-04-22,Delhi,2156
2020-04-22,Goa,7
2020-04-22,Gujarat,2272
2020-04-22,Haryana,254
2020-04-22,Himachal Pradesh,39
2020-04-22,Jammu and Kashmir,380
2020-04-22,Jharkhand,45
2020-04-22,Karnataka,425
2020-04-22,Kerala,427
2020-04-22,Ladakh,18
2020-04-22,Madhya Pradesh,1592
2020-04-22,Maharashtra,5221
2020-04-22,Manipur,2
2020-04-22,Meghalaya,12
2020-04-22,Mizoram,1
2020-04-22,Odisha,82
2020-04-22,Puducherry,7
2020-04-22,Punjab,251
2020-04-22,Rajasthan,1801
2020-04-22,Tamil Nadu,1596
2020-04-22,Telengana,945
2020-04-22,Tripura,2
2020-04-22,Uttar Pradesh,1412
2020-04-22,Uttarakhand,46
2020-04-22,West Bengal,423
2020-04-23,Andaman and Nicobar Islands,18
2020-04-23,Andhra Pradesh,895
2020-04-23,Arunachal Pradesh,1
2020-04-23,Assam,35
2020-04-23,Bihar,148
2020-04-23,Chandigarh,27
2020-04-23,Chhattisgarh,36
2020-04-23,Delhi,2248
2020-04-23,Goa,7
2020-04-23,Gujarat,2407
2020-04-23,Haryana,262
2020-04-23,Himachal Pradesh,40
2020-04-23,Jammu and Kashmir,407
2020-04-23,Jharkhand,49
2020-04-23,Karnataka,443
2020-04-23,Kerala,438
2020-04-23,Ladakh,18
2020-04-23,Madhya Pradesh,1695
2020-04-23,Maharashtra,5652
2020-04-23,Manipur,2
2020-04-23,Meghalaya,12
2020-04-23,Mizoram,1
2020-04-23,Odisha,83
2020-04-23,Puducherry,7
2020-04-23,Punjab,277
2020-04-23,Rajasthan,1890
2020-04-23,Tamil Nadu,1629
2020-04-23,Telengana,960
2020-04-23,Tripura,2
2020-04-23,Uttar Pradesh,1509
2020-04-23,Uttarakhand,46
2020-04-23,West Bengal,456
2020-04-24,Andaman and Nicobar Islands,22
2020-04-24,Andhra Pradesh,955
2020-04-24,Arunachal Pradesh,1
2020-04-24,Assam,36
2020-04-24,Bihar,176
2020-04-24,Chandigarh,27
2020-04-24,Chhattisgarh,36
2020-04-24,Delhi,2376
2020-04-24,Goa,7
2020-04-24,Gujarat,2624
2020-04-24,Haryana,272
2020-04-24,Himachal Pradesh,40
2020-04-24,Jammu and Kashmir,427
2020-04-24,Jharkhand,55
2020-04-24,Karnataka,463
2020-04-24,Kerala,448
2020-04-24,Ladakh,18
2020-04-24,Madhya Pradesh,1852
2020-04-24,Maharashtra,6430
2020-04-24,Manipur,2
2020-04-24,Meghalaya,12
2020-04-24,Mizoram,1
2020-04-24,Odisha,90
2020-04-24,Puducherry,7
2020-04-24,Punjab,277
2020-04-24,Rajasthan,1964
2020-04-24,Tamil Nadu,1683
2020-04-24,Telengana,984
2020-04-24,Tripura,2
2020-04-24,Uttar Pradesh,1604
2020-04-24,Uttarakhand,47
2020-04-24,West Bengal,514
2020-04-25,Andaman and Nicobar Islands,27
2020-04-25,Andhra Pradesh,1061
2020-04-25,Arunachal Pradesh,1
2020-04-25,Assam,36
2020-04-25,Bihar,228
2020-04-25,Chandigarh,28
2020-04-25,Chhattisgarh,36
2020-04-25,Delhi,2514
2020-04-25,Goa,7
2020-04-25,Gujarat,2815
2020-04-25,Haryana,272
2020-04-25,Himachal Pradesh,40
2020-04-25,Jammu and Kashmir,454
2020-04-25,Jharkhand,59
2020-04-25,Karnataka,489
2020-04-25,Kerala,451
2020-04-25,Ladakh,20
2020-04-25,Madhya Pradesh,1952
2020-04-25,Maharashtra,6817
2020-04-25,Manipur,2
2020-04-25,Meghalaya,12
2020-04-25,Mizoram,1
2020-04-25,Odisha,94
2020-04-25,Puducherry,7
2020-04-25,Punjab,298
2020-04-25,Rajasthan,2034
2020-04-25,Tamil Nadu,1755
2020-04-25,Telengana,984
2020-04-25,Tripura,2
2020-04-25,Uttar Pradesh,1778
2020-04-25,Uttarakhand,48
2020-04-25,West Bengal,571
2020-04-26,Andaman and Nicobar Islands,33
2020-04-26,Andhra Pradesh,1097
2020-04-26,Arunachal Pradesh,1
2020-04-26,Assam,36
2020-04-26,Bihar,251
2020-04-26,Chandigarh,30
2020-04-26,Chhattisgarh,37
2020-04-26,Delhi,2625
2020-04-26,Goa,7
2020-04-26,Gujarat,3071
2020-04-26,Haryana,289
2020-04-26,Himachal Pradesh,40
2020-04-26,Jammu and Kashmir,494
2020-04-26,Jharkhand,67
2020-04-26,Karnataka,501
2020-04-26,Kerala,458
2020-04-26,Ladakh,20
2020-04-26,Madhya Pradesh,2096
2020-04-26,Maharashtra,7628
2020-04-26,Manipur,2
2020-04-26,Meghalaya,12
2020-04-26,Mizoram,1
2020-04-26,Odisha,103
2020-04-26,Puducherry,7
2020-04-26,Punjab,298
2020-04-26,Rajasthan,2083
2020-04-26,Tamil Nadu,1821
2020-04-26,Telengana,991
2020-04-26,Tripura,2
2020-04-26,Uttar Pradesh,1843
2020-04-26,Uttarakhand,50
2020-04-26,West Bengal,611
2020-04-27,Andaman and Nicobar Islands,33
2020-04-27,Andhra Pradesh,1177
2020-04-27,Arunachal Pradesh,1
2020-04-27,Assam,36
2020-04-27,Bihar,277
2020-04-27,Chandigarh,30
2020-04-27,Chhattisgarh,37
2020-04-27,Delhi,2918
2020-04-27,Goa,7
2020-04-27,Gujarat,3301
2020-04-27,Haryana,289
2020-04-27,Himachal Pradesh,40
2020-04-27,Jammu and Kashmir,523
2020-04-27,Jharkhand,82
2020-04-27,Karnataka,511
2020-04-27,Kerala,469
2020-04-27,Ladakh,20
2020-04-27,Madhya Pradesh,2168
2020-04-27,Maharashtra,8068
2020-04-27,Manipur,2
2020-04-27,Meghalaya,12
2020-04-27,Mizoram,1
2020-04-27,Odisha,108
2020-04-27,Puducherry,8
2020-04-27,Punjab,313
2020-04-27,Rajasthan,2185
2020-04-27,Tamil Nadu,1885
2020-04-27,Telengana,1002
2020-04-27,Tripura,2
2020-04-27,Uttar Pradesh,1955
2020-04-27,Uttarakhand,51
2020-04-27,West Bengal,649
2020-04-28,Andaman and Nicobar Islands,33
2020-04-28,Andhra Pradesh,1259
2020-04-28,Arunachal Pradesh,1
2020-04-28,Assam,38
2020-04-28,Bihar,346
2020-04-28,Chandigarh,40
2020-04-28,Chhattisgarh,37
2020-04-28,Delhi,3108
2020-04-28,Goa,7
2020-04-28,Gujarat,3548
2020-04-28,Haryana,296
2020-04-28,Himachal Pradesh,40
2020-04-28,Jammu and Kashmir,546
2020-04-28,Jharkhand,103
2020-04-28,Karnataka,520
2020-04-28,Kerala,482
2020-04-28,Ladakh,22
2020-04-28,Madhya Pradesh,2368
2020-04-28,Maharashtra,8590
2020-04-28,Manipur,2
2020-04-28,Meghalaya,12
2020-04-28,Mizoram,1
2020-04-28,Odisha,118
2020-04-28,Puducherry,8
2020-04-28,Punjab,313
2020-04-28,Rajasthan,2262
2020-04-28,Tamil Nadu,1937
2020-04-28,Telengana,1004
2020-04-28,Tripura,2
2020-04-28,Uttar Pradesh,2043
2020-04-28,Uttarakhand,51
2020-04-28,West Bengal,697
2020-04-29,Andaman and Nicobar Islands,33
2020-04-29,Andhra Pradesh,1332
2020-04-29,Arunachal Pradesh,1
2020-04-29,Assam,38
2020-04-29,Bihar,383
2020-04-29,Chandigarh,56
2020-04-29,Chhattisgarh,38
2020-04-29,Delhi,3314
2020-04-29,Goa,7
2020-04-29,Gujarat,3774
2020-04-29,Haryana,310
2020-04-29,Himachal Pradesh,40
2020-04-29,Jammu and Kashmir,565
2020-04-29,Jharkhand,105
2020-04-29,Karnataka,532
2020-04-29,Kerala,486
2020-04-29,Ladakh,22
2020-04-29,Madhya Pradesh,2561
2020-04-29,Maharashtra,9318
2020-04-29,Manipur,2
2020-04-29,Meghalaya,12
2020-04-29,Mizoram,1
2020-04-29,Odisha,119
2020-04-29,Puducherry,8
2020-04-29,Punjab,322
2020-04-29,Rajasthan,2364
2020-04-29,Tamil Nadu,2058
2020-04-29,Telengana,1012
2020-04-29,Tripura,2
2020-04-29,Uttar Pradesh,2115
2020-04-29,Uttarakhand,54
2020-04-29,West Bengal,725
2020-04-30,Andaman and Nicobar Islands,33
2020-04-30,Andhra Pradesh,1403
2020-04-30,Arunachal Pradesh,1
2020-04-30,Assam,42
2020-04-30,Bihar,403
2020-04-30,Chandigarh,56
2020-04-30,Chhattisgarh,38
2020-04-30,Delhi,3439
2020-04-30,Goa,7
2020-04-30,Gujarat,4082
2020-04-30,Haryana,310
2020-04-30,Himachal Pradesh,40
2020-04-30,Jammu and Kashmir,581
2020-04-30,Jharkhand,107
2020-04-30,Karnataka,557
2020-04-30,Kerala,496
2020-04-30,Ladakh,22
2020-04-30,Madhya Pradesh,2660
2020-04-30,Maharashtra,9915
2020-04-30,Manipur,2
2020-04-30,Meghalaya,12
2020-04-30,Mizoram,1
2020-04-30,Odisha,128
2020-04-30,Puducherry,8
2020-04-30,Punjab,357
2020-04-30,Rajasthan,2438
2020-04-30,Tamil Nadu,2162
2020-04-30,Telengana,1012
2020-04-30,Tripura,2
2020-04-30,Uttar Pradesh,2203
2020-04-30,Uttarakhand,55
2020-04-30,West Bengal,758
2020-05-01,Andaman and Nicobar Islands,33
2020-05-01,Andhra Pradesh,1463
2020-05-01,Arunachal Pradesh,1
2020-05-01,Assam,42
2020-05-01,Bihar,426
2020-05-01,Chandigarh,56
2020-05-01,Chhattisgarh,40
2020-05-01,Delhi,3515
2020-05-01,Goa,7
2020-05-01,Gujarat,4395
2020-05-01,Haryana,313
2020-05-01,Himachal Pradesh,40
2020-05-01,Jammu and Kashmir,614
2020-05-01,Jharkhand,111
2020-05-01,Karnataka,576
2020-05-01,Kerala,497
2020-05-01,Ladakh,22
2020-05-01,Madhya Pradesh,2719
2020-05-01,Maharashtra,10498
2020-05-01,Manipur,2
2020-05-01,Meghalaya,12
2020-05-01,Mizoram,1
2020-05-01,Odisha,143
2020-05-01,Puducherry,8
2020-05-01,Punjab,357
2020-05-01,Rajasthan,2584
2020-05-01,Tamil Nadu,2323
2020-05-01,Telengana,1039
2020-05-01,Tripura,2
2020-05-01,Uttar Pradesh,2281
2020-05-01,Uttarakhand,57
2020-05-01,West Bengal,795
2020-05-02,Andaman and Nicobar Islands,33
2020-05-02,Andhra Pradesh,1463
2020-05-02,Arunachal Pradesh,1
2020-05-02,Assam,43
2020-05-02,Bihar,471
2020-05-02,Chandigarh,88
2020-05-02,Chhattisgarh,43
2020-05-02,Delhi,3738
2020-05-02,Goa,7
2020-05-02,Gujarat,4721
2020-05-02,Haryana,360
2020-05-02,Himachal Pradesh,40
2020-05-02,Jammu and Kashmir,639
2020-05-02,Jharkhand,111
2020-05-02,Karnataka,589
2020-05-02,Kerala,497
2020-05-02,Ladakh,22
2020-05-02,Madhya Pradesh,2719
2020-05-02,Maharashtra,11506
2020-05-02,Manipur,2
2020-05-02,Meghalaya,12
2020-05-02,Mizoram,1
2020-05-02,Odisha,149
2020-05-02,Puducherry,8
2020-05-02,Punjab,480
2020-05-02,Rajasthan,2666
2020-05-02,Tamil Nadu,2526
2020-05-02,Telengana,1039
2020-05-02,Tripura,2
2020-05-02,Uttar Pradesh,2328
2020-05-02,Uttarakhand,58
2020-05-02,West Bengal,795
2020-05-03,Andaman and Nicobar Islands,33
2020-05-03,Andhra Pradesh,1583
2020-05-03,Arunachal Pradesh,1
2020-05-03,Assam,43
2020-05-03,Bihar,482
2020-05-03,Chandigarh,94
2020-05-03,Chhattisgarh,43
2020-05-03,Delhi,4122
2020-05-03,Goa,7
2020-05-03,Gujarat,5055
2020-05-03,Haryana,394
2020-05-03,Himachal Pradesh,40
2020-05-03,Jammu and Kashmir,666
2020-05-03,Jharkhand,115
2020-05-03,Karnataka,606
2020-05-03,Kerala,500
2020-05-03,Ladakh,40
2020-05-03,Madhya Pradesh,2846
2020-05-03,Maharashtra,12296
2020-05-03,Manipur,2
2020-05-03,Meghalaya,12
2020-05-03,Mizoram,1
2020-05-03,Odisha,160
2020-05-03,Puducherry,8
2020-05-03,Punjab,772
2020-05-03,Rajasthan,2772
2020-05-03,Tamil Nadu,2757
2020-05-03,Telengana,1063
2020-05-03,Tripura,4
2020-05-03,Uttar Pradesh,2626
2020-05-03,Uttarakhand,59
2020-05-03,West Bengal,922
2020-05-04,Andaman and Nicobar Islands,33
2020-05-04,Andhra Pradesh,1650
2020-05-04,Arunachal Pradesh,1
2020-05-04,Assam,43
2020-05-04,Bihar,517
2020-05-04,Chandigarh,94
2020-05-04,Chhattisgarh,57
2020-05-04,Delhi,4549
2020-05-04,Goa,7
2020-05-04,Gujarat,5428
2020-05-04,Haryana,442
2020-05-04,Himachal Pradesh,40
2020-05-04,Jammu and Kashmir,701
2020-05-04,Jharkhand,115
2020-05-04,Karnataka,642
2020-05-04,Kerala,500
2020-05-04,Ladakh,41
2020-05-04,Madhya Pradesh,2942
2020-05-04,Maharashtra,12974
2020-05-04,Manipur,2
2020-05-04,Meghalaya,12
2020-05-04,Mizoram,1
2020-05-04,Odisha,163
2020-05-04,Puducherry,8
2020-05-04,Punjab,1102
2020-05-04,Rajasthan,2886
2020-05-04,Tamil Nadu,3023
2020-05-04,Telengana,1082
2020-05-04,Tripura,16
2020-05-04,Uttar Pradesh,2742
2020-05-04,Uttarakhand,60
2020-05-04,West Bengal,963
2020-05-05,Andaman and Nicobar Islands,33
2020-05-05,Andhra Pradesh,1717
2020-05-05,Arunachal Pradesh,1
2020-05-05,Assam,43
2020-05-05,Bihar,529
2020-05-05,Chandigarh,102
2020-05-05,Chhattisgarh,58
2020-05-05,Delhi,4898
2020-05-05,Goa,7
2020-05-05,Gujarat,5804
2020-05-05,Haryana,517
2020-05-05,Himachal Pradesh,41
2020-05-05,Jammu and Kashmir,726
2020-05-05,Jharkhand,115
2020-05-05,Karnataka,659
2020-05-05,Kerala,500
2020-05-05,Ladakh,41
2020-05-05,Madhya Pradesh,3049
2020-05-05,Maharashtra,14541
2020-05-05,Manipur,2
2020-05-05,Meghalaya,12
2020-05-05,Mizoram,1
2020-05-05,Odisha,170
2020-05-05,Puducherry,9
2020-05-05,Punjab,1233
2020-05-05,Rajasthan,3061
2020-05-05,Tamil Nadu,3550
2020-05-05,Telengana,1085
2020-05-05,Tripura,29
2020-05-05,Uttar Pradesh,2859
2020-05-05,Uttarakhand,60
2020-05-05,West Bengal,1259
2020-05-06,Andaman and Nicobar Islands,33
2020-05-06,Andhra Pradesh,1717
2020-05-06,Arunachal Pradesh,1
2020-05-06,Assam,43
2020-05-06,Bihar,536
2020-05-06,Chandigarh,111
2020-05-06,Chhattisgarh,59
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,1
2020-05-06,Delhi,5104
2020-05-06,Goa,7
2020-05-06,Gujarat,6245
2020-05-06,Haryana,548
2020-05-06,Himachal Pradesh,42
2020-05-06,Jammu and Kashmir,741
2020-05-06,Jharkhand,125
2020-05-06,Karnataka,671
2020-05-06,Kerala,502
2020-05-06,Ladakh,41
2020-05-06,Madhya Pradesh,3049
2020-05-06,Maharashtra,15525
2020-05-06,Manipur,2
2020-05-06,Meghalaya,12
2020-05-06,Mizoram,1
2020-05-06,Odisha,175
2020-05-06,Puducherry,9
2020-05-06,Punjab,1451
2020-05-06,Rajasthan,3158
2020-05-06,Tamil Nadu,4058
2020-05-06,Telengana,1096
2020-05-06,Tripura,43
2020-05-06,Uttar Pradesh,2880
2020-05-06,Uttarakhand,61
2020-05-06,West Bengal,1344
2020-05-07,Andaman and Nicobar Islands,33
2020-05-07,Andhra Pradesh,1777
2020-05-07,Arunachal Pradesh,1
2020-05-07,Assam,45
2020-05-07,Bihar,542
2020-05-07,Chandigarh,120
2020-05-07,Chhattisgarh,59
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,1
2020-05-07,Delhi,5532
2020-05-07,Goa,7
2020-05-07,Gujarat,6625
2020-05-07,Haryana,594
2020-05-07,Himachal Pradesh,45
2020-05-07,Jammu and Kashmir,775
2020-05-07,Jharkhand,127
2020-05-07,Karnataka,693
2020-05-07,Kerala,503
2020-05-07,Ladakh,41
2020-05-07,Madhya Pradesh,3138
2020-05-07,Maharashtra,16758
2020-05-07,Manipur,2
2020-05-07,Meghalaya,12
2020-05-07,Mizoram,1
2020-05-07,Odisha,185
2020-05-07,Puducherry,9
2020-05-07,Punjab,1516
2020-05-07,Rajasthan,3317
2020-05-07,Tamil Nadu,4829
2020-05-07,Telengana,1107
2020-05-07,Tripura,43
2020-05-07,Uttar Pradesh,2998
2020-05-07,Uttarakhand,61
2020-05-07,West Bengal,1456
2020-05-08,Andaman and Nicobar Islands,33
2020-05-08,Andhra Pradesh,1847
2020-05-08,Arunachal Pradesh,1
2020-05-08,Assam,54
2020-05-08,Bihar,550
2020-05-08,Chandigarh,135
2020-05-08,Chhattisgarh,59
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,1
2020-05-08,Delhi,5980
2020-05-08,Goa,7
2020-05-08,Gujarat,7012
2020-05-08,Haryana,625
2020-05-08,Himachal Pradesh,46
2020-05-08,Jammu and Kashmir,793
2020-05-08,Jharkhand,132
2020-05-08,Karnataka,705
2020-05-08,Kerala,503
2020-05-08,Ladakh,42
2020-05-08,Madhya Pradesh,3252
2020-05-08,Maharashtra,17974
2020-05-08,Manipur,2
2020-05-08,Meghalaya,12
2020-05-08,Mizoram,1
2020-05-08,Odisha,219
2020-05-08,Puducherry,9
2020-05-08,Punjab,1644
2020-05-08,Rajasthan,3427
